key,cells
b'9cbd1a81-4ca9-412c-b946-61ee356f4ce1',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679239084368000, 'value': b'43'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679239084368000, 'value': b'32'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679239084368000, 'value': b'2023-03-19T15:18:03.263646'}]"
b'9e919137-d77c-4955-b2c2-5cb8fd8e2c88',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679239087878000, 'value': b'57'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679239087878000, 'value': b'37'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679239087878000, 'value': b'2023-03-19T15:18:05.923551'}]"
b'9f7f4d95-7d43-44bf-9be3-f00f501c7326',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679239106482000, 'value': b'68'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679239106482000, 'value': b'40'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679239106482000, 'value': b'2023-03-19T15:18:13.497114'}]"
b'a0831c0c-c5b7-4f8c-b4d0-bea903a02f54',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679239081845000, 'value': b'51'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679239081845000, 'value': b'35'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679239081845000, 'value': b'2023-03-19T15:18:01.602414'}]"
b'a09451f4-bb45-4fa6-b348-c07059214196',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679239103448000, 'value': b'35'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679239103448000, 'value': b'38'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679239103448000, 'value': b'2023-03-19T15:18:13.073278'}]"
b'a24e6a51-5bdf-449c-bca8-c28b07d55261',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679237362408000, 'value': b'47'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679237362408000, 'value': b'30'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679237362408000, 'value': b'2003-12-01T00:41:21'}]"
b'a3b6f673-242c-47dd-a0f4-908ee7474899',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679239099842000, 'value': b'36'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679239099842000, 'value': b'24'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679239099842000, 'value': b'2023-03-19T15:18:10.313764'}]"
b'a6a4b1ee-62b0-4f49-a90b-89f78f4cf4f4',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679239100418000, 'value': b'32'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679239100418000, 'value': b'39'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679239100418000, 'value': b'2023-03-19T15:18:11.382888'}]"
b'a79831f1-e81f-47b9-9b52-eb9ff4ec17d9',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679239099314000, 'value': b'49'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679239099314000, 'value': b'26'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679239099314000, 'value': b'2023-03-19T15:18:09.633251'}]"
b'a9e69a0f-7e02-4d8c-9d76-8125f25f6c37',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679239091430000, 'value': b'40'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679239091430000, 'value': b'29'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679239091430000, 'value': b'2023-03-19T15:18:10.384158'}]"
b'aaeeb15e-6718-481e-9a77-462e7822218a',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679238802676000, 'value': b'63'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679238802676000, 'value': b'20'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679238802676000, 'value': b'2023-03-19T15:13:21.544043'}]"
b'aee551cd-099b-4197-ad84-3aba6ba23f3f',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679239081845000, 'value': b'49'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679239081845000, 'value': b'31'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679239081845000, 'value': b'2023-03-19T15:18:01.555028'}]"
b'b0742d90-625d-4138-aa41-5b4920050406',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679239093211000, 'value': b'35'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679239093211000, 'value': b'30'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679239093211000, 'value': b'2023-03-19T15:18:12.158136'}]"
b'b2482185-07ad-4a87-bf31-a31b5d742c78',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679237460336000, 'value': b'36'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679237460336000, 'value': b'39'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679237460336000, 'value': b'2020-08-15T14:28:55'}]"
b'b4ad2b60-86d0-4979-906f-28ea15ed5710',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679239085990000, 'value': b'59'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679239085990000, 'value': b'28'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679239085990000, 'value': b'2023-03-19T15:18:04.632866'}]"
b'b5164a07-8ec0-460f-8fb2-69e77c910525',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679239098454000, 'value': b'30'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679239098454000, 'value': b'34'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679239098454000, 'value': b'2023-03-19T15:18:07.460430'}]"
b'b67b7fc1-dc8a-4d6a-8428-338e008b400a',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679239087260000, 'value': b'61'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679239087260000, 'value': b'34'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679239087260000, 'value': b'2023-03-19T15:18:05.361175'}]"
b'b849782e-3ab2-4ad6-a0df-1b6b044a4384',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679239098017000, 'value': b'64'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679239098017000, 'value': b'30'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679239098017000, 'value': b'2023-03-19T15:18:06.419006'}]"
b'b9b98cae-16b2-49f3-932c-225d1ede4aad',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679237462016000, 'value': b'37'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679237462016000, 'value': b'24'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679237462016000, 'value': b'1999-12-20T11:46:46'}]"
b'bad312ac-81e3-47e3-9b86-77e3fc147718',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679239084368000, 'value': b'65'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679239084368000, 'value': b'34'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679239084368000, 'value': b'2023-03-19T15:18:02.940574'}]"
b'bd326b68-ab3d-4ed1-97ce-26da0d956395',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679239084951000, 'value': b'69'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679239084951000, 'value': b'38'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679239084951000, 'value': b'2023-03-19T15:18:03.567437'}]"
b'be2584d6-f423-4376-8f63-2f0ab4103019',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679239098454000, 'value': b'32'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679239098454000, 'value': b'24'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679239098454000, 'value': b'2023-03-19T15:18:08.243713'}]"
b'bf97096a-66ec-4339-b0bd-03ac641234fb',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679239093211000, 'value': b'49'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679239093211000, 'value': b'34'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679239093211000, 'value': b'2023-03-19T15:18:12.252713'}]"
b'c06afbfe-fe6d-49a0-962d-888df1d49102',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679237474033000, 'value': b'49'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679237474033000, 'value': b'39'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679237474033000, 'value': b'1989-07-30T21:20:05'}]"
b'c23d9cbc-9c4a-4d05-8257-b353375a8269',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679239085536000, 'value': b'44'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679239085536000, 'value': b'30'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679239085536000, 'value': b'2023-03-19T15:18:03.926276'}]"
b'c291f88b-4543-4bd1-80e0-93e330751cfa',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679239083859000, 'value': b'66'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679239083859000, 'value': b'32'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679239083859000, 'value': b'2023-03-19T15:18:02.526027'}]"
b'c2f7b7fe-2bb5-4e35-ad32-f43497edd173',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679239090907000, 'value': b'63'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679239090907000, 'value': b'31'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679239090907000, 'value': b'2023-03-19T15:18:09.453805'}]"
b'c3bc1abb-0a4d-42d5-8af9-f0daf4aa6187',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679239098454000, 'value': b'35'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679239098454000, 'value': b'26'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679239098454000, 'value': b'2023-03-19T15:18:07.525316'}]"
b'c404b136-bc3d-4756-bbcb-35ff408bbcfe',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679239082345000, 'value': b'41'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679239082345000, 'value': b'28'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679239082345000, 'value': b'2023-03-19T15:18:01.705521'}]"
b'c46ee15d-e7cb-46a4-9f70-d7f33df30b91',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679237468730000, 'value': b'58'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679237468730000, 'value': b'33'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679237468730000, 'value': b'2001-12-23T22:44:33'}]"
b'c4e66d89-549b-462c-ab86-b92b53036a55',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679239098872000, 'value': b'70'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679239098872000, 'value': b'24'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679239098872000, 'value': b'2023-03-19T15:18:08.503412'}]"
b'c5d5a076-3067-475d-9c08-1c5f25a749e1',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679239081845000, 'value': b'30'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679239081845000, 'value': b'26'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679239081845000, 'value': b'2023-03-19T15:18:01.352775'}]"
b'c612eacb-25a3-473b-a548-49b5cd0d32ae',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679239100418000, 'value': b'47'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679239100418000, 'value': b'37'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679239100418000, 'value': b'2023-03-19T15:18:11.436442'}]"
b'c68b47a9-c3d3-4e1f-8e6d-86b3f5db6368',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679238805841000, 'value': b'30'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679238805841000, 'value': b'32'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679238805841000, 'value': b'2023-03-19T15:13:24.175794'}]"
b'c753b43b-344b-407c-8412-9136f663ba41',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679239081306000, 'value': b'41'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679239081306000, 'value': b'28'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679239081306000, 'value': b'2023-03-19T15:18:00.633574'}]"
b'c7896f94-287d-4ae4-ae6d-a07131df2ce3',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679238795512000, 'value': b'31'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679238795512000, 'value': b'33'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679238795512000, 'value': b'2023-03-19T15:13:14.709459'}]"
b'c80e0230-fa29-4142-a928-ef3f52eb2ec7',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679237460336000, 'value': b'35'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679237460336000, 'value': b'38'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679237460336000, 'value': b'2006-11-26T02:58:13'}]"
b'cad2a689-2618-42f6-87ca-73852f2a9914',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679239093211000, 'value': b'45'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679239093211000, 'value': b'35'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679239093211000, 'value': b'2023-03-19T15:18:12.614610'}]"
b'cb8d8f17-eba5-43af-8020-5cb862b05320',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679239099314000, 'value': b'68'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679239099314000, 'value': b'27'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679239099314000, 'value': b'2023-03-19T15:18:09.373664'}]"
b'cc0f46ba-f644-4125-bafc-a09f7185f7a7',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679237464195000, 'value': b'30'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679237464195000, 'value': b'21'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679237464195000, 'value': b'2017-04-26T00:25:44'}]"
b'cc6609fb-87f3-4c5c-9530-988ef2deb0eb',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679238820121000, 'value': b'35'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679238820121000, 'value': b'36'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679238820121000, 'value': b'2023-03-19T15:13:38.291527'}]"
b'ce0cae7f-9125-46ac-93ac-25c14e0f15b0',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679239082345000, 'value': b'38'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679239082345000, 'value': b'25'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679239082345000, 'value': b'2023-03-19T15:18:01.978320'}]"
b'cfc1f18c-50d6-40f8-b389-332085af5957',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679239090487000, 'value': b'66'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679239090487000, 'value': b'40'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679239090487000, 'value': b'2023-03-19T15:18:08.825926'}]"
b'd0842547-3f2e-4fd8-8848-a0a3212e6d62',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679239094328000, 'value': b'56'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679239094328000, 'value': b'24'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679239094328000, 'value': b'2023-03-19T15:18:13.911318'}]"
b'd1667157-988d-4007-ad22-a826e1f68977',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679239084368000, 'value': b'50'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679239084368000, 'value': b'28'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679239084368000, 'value': b'2023-03-19T15:18:02.810363'}]"
b'd2a0e1c6-438d-486d-9659-5231f747d486',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679237474033000, 'value': b'53'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679237474033000, 'value': b'30'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679237474033000, 'value': b'2001-07-04T23:35:48'}]"
b'd31cd34a-3438-40d8-bcb5-6c0eafe1da5e',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679239090487000, 'value': b'38'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679239090487000, 'value': b'21'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679239090487000, 'value': b'2023-03-19T15:18:08.854890'}]"
b'd4ac4d34-b12e-46d8-8709-7d40fb1af53b',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679238821230000, 'value': b'65'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679238821230000, 'value': b'21'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679238821230000, 'value': b'2023-03-19T15:13:39.409801'}]"
b'd67276e1-004a-4091-b918-fa0359a190cc',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679239085990000, 'value': b'55'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679239085990000, 'value': b'36'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679239085990000, 'value': b'2023-03-19T15:18:04.554218'}]"
b'd733431f-490d-4f45-95e9-02229b65dca1',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679238819626000, 'value': b'52'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679238819626000, 'value': b'33'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679238819626000, 'value': b'2023-03-19T15:13:37.556642'}]"
b'd89d0b4c-b3ca-4cad-bc31-7d62bf7739c1',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679239082345000, 'value': b'34'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679239082345000, 'value': b'30'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679239082345000, 'value': b'2023-03-19T15:18:01.770917'}]"
b'da2b1af0-6d30-474b-942e-020213edcb50',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679239085536000, 'value': b'68'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679239085536000, 'value': b'24'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679239085536000, 'value': b'2023-03-19T15:18:04.234873'}]"
b'da6f741f-1395-475e-9404-fec833f8ef0b',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679239092547000, 'value': b'33'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679239092547000, 'value': b'35'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679239092547000, 'value': b'2023-03-19T15:18:11.312149'}]"
b'dae41583-214f-4ab2-921f-756d17127413',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679239089946000, 'value': b'37'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679239089946000, 'value': b'29'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679239089946000, 'value': b'2023-03-19T15:18:07.579626'}]"
b'dd47aee8-f819-46af-b541-7fbd67c1b986',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679239081306000, 'value': b'61'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679239081306000, 'value': b'27'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679239081306000, 'value': b'2023-03-19T15:18:00.987696'}]"
b'e1023b97-27c2-4def-9791-6c69c9337e4c',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679238819626000, 'value': b'40'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679238819626000, 'value': b'36'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679238819626000, 'value': b'2023-03-19T15:13:37.123603'}]"
b'e18dadaa-0d07-4219-99bc-b98843c08717',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679238809249000, 'value': b'33'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679238809249000, 'value': b'26'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679238809249000, 'value': b'2023-03-19T15:13:27.806518'}]"
b'e26ef8d1-4783-4a34-94a5-13c4a3dd5de7',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679239091430000, 'value': b'57'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679239091430000, 'value': b'30'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679239091430000, 'value': b'2023-03-19T15:18:09.664203'}]"
b'e2e6f462-85bf-422a-aada-606ed5b3f3ec',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679239091953000, 'value': b'38'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679239091953000, 'value': b'39'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679239091953000, 'value': b'2023-03-19T15:18:11.146152'}]"
b'e48012dd-8c6e-4332-8b44-b0f2be4812e6',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679239083859000, 'value': b'35'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679239083859000, 'value': b'40'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679239083859000, 'value': b'2023-03-19T15:18:02.304673'}]"
b'e68b60d9-0103-4af8-8ee0-b01debd6a88d',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679239091430000, 'value': b'51'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679239091430000, 'value': b'29'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679239091430000, 'value': b'2023-03-19T15:18:10.177512'}]"
b'e7314571-6dfa-413f-b68a-24a3f25944ba',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679239100418000, 'value': b'51'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679239100418000, 'value': b'30'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679239100418000, 'value': b'2023-03-19T15:18:10.755180'}]"
b'e7aa3910-512f-407f-a0ae-80586782ba58',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679237466307000, 'value': b'43'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679237466307000, 'value': b'26'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679237466307000, 'value': b'2016-12-10T13:13:25'}]"
b'e8676ccf-43d2-46f4-a771-584147f13e7b',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679237474033000, 'value': b'31'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679237474033000, 'value': b'28'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679237474033000, 'value': b'1992-12-07T20:52:00'}]"
b'eb001206-092b-40dc-af51-32e036908957',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679239094328000, 'value': b'50'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679239094328000, 'value': b'26'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679239094328000, 'value': b'2023-03-19T15:18:13.642932'}]"
b'ec2b6d48-9a31-4b37-8544-3c2d4479598e',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679239092547000, 'value': b'65'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679239092547000, 'value': b'34'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679239092547000, 'value': b'2023-03-19T15:18:11.887978'}]"
b'ec6d2314-7e36-4b56-a925-9e1ee275bf8d',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679237460336000, 'value': b'65'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679237460336000, 'value': b'32'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679237460336000, 'value': b'2009-12-10T14:43:21'}]"
b'ee25b1d8-0e21-4900-b96e-707673dd240b',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679239091953000, 'value': b'38'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679239091953000, 'value': b'26'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679239091953000, 'value': b'2023-03-19T15:18:11.022119'}]"
b'eec106c8-0c6d-4a29-9435-ebb6d9164b80',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679239089946000, 'value': b'50'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679239089946000, 'value': b'27'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679239089946000, 'value': b'2023-03-19T15:18:07.713405'}]"
b'f1fe883d-4112-4ead-84c7-4b2e8cfd7895',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679239090907000, 'value': b'46'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679239090907000, 'value': b'35'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679239090907000, 'value': b'2023-03-19T15:18:09.301589'}]"
b'f2551251-0e41-4ec3-8581-dc360cc95e82',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679239091953000, 'value': b'66'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679239091953000, 'value': b'26'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679239091953000, 'value': b'2023-03-19T15:18:11.080670'}]"
b'f2fbb403-262e-4dda-8a24-a5de9bb49d7d',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679239101910000, 'value': b'57'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679239101910000, 'value': b'30'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679239101910000, 'value': b'2023-03-19T15:18:11.605185'}]"
